P,P,C,1B,2B,3B,SS,OF,OF,OF,,Instructions
,,,,,,,,,,,1. Locate the player you want to select in the list below 
,,,,,,,,,,,2. Copy the ID of your player (you can use the Name + ID column or the ID column) 
,,,,,,,,,,,3. Paste the ID into the roster position desired 
,,,,,,,,,,,4. You must include an ID for each player; you cannot use just the player's name 
,,,,,,,,,,,5. You can create up to 500 lineups per file 
 
,,,,,,,,,,,Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
,,,,,,,,,,,RP,Brady Basso (43854953),Brady Basso,43854953,P,4000,ATH@KC 08/17/2026 07:40PM ET,ATH,3.01
,,,,,,,,,,,RP,Carlos Estevez (43854958),Carlos Estevez,43854958,P,4000,ATH@KC 08/17/2026 07:40PM ET,KC,-14.85
,,,,,,,,,,,RP,Aaron Bummer (43854964),Aaron Bummer,43854964,P,4000,ATH@KC 08/17/2026 07:40PM ET,KC,0.38
,,,,,,,,,,,RP,Taylor Rashi (43854970),Taylor Rashi,43854970,P,4000,ATH@KC 08/17/2026 07:40PM ET,ATH,3.28
,,,,,,,,,,,RP,Mark Leiter Jr. (43854977),Mark Leiter Jr.,43854977,P,4000,ATH@KC 08/17/2026 07:40PM ET,ATH,2.54
,,,,,,,,,,,RP,Hogan Harris (43854981),Hogan Harris,43854981,P,4000,ATH@KC 08/17/2026 07:40PM ET,ATH,3.22
,,,,,,,,,,,RP,Nolan Hoffman (43854983),Nolan Hoffman,43854983,P,4000,ATH@KC 08/17/2026 07:40PM ET,KC,1.7
,,,,,,,,,,,RP,Luke Little (43854989),Luke Little,43854989,P,4000,ATH@KC 08/17/2026 07:40PM ET,KC,1.05
,,,,,,,,,,,1B,Spencer Torkelson (43854353),Spencer Torkelson,43854353,1B,4000,DET@PIT 08/17/2026 07:05PM ET,DET,6.68
,,,,,,,,,,,SP,River Ryan (43854801),River Ryan,43854801,P,4000,DET@PIT 08/17/2026 07:05PM ET,DET,0
,,,,,,,,,,,SP,Jake Miller (43854813),Jake Miller,43854813,P,4000,DET@PIT 08/17/2026 07:05PM ET,DET,0
,,,,,,,,,,,RP,Khristian Curtis (43854814),Khristian Curtis,43854814,P,4000,DET@PIT 08/17/2026 07:05PM ET,PIT,16.85
,,,,,,,,,,,RP,Kenley Jansen (43854824),Kenley Jansen,43854824,P,4000,DET@PIT 08/17/2026 07:05PM ET,DET,2.99
,,,,,,,,,,,RP,Evan Sisk (43854825),Evan Sisk,43854825,P,4000,DET@PIT 08/17/2026 07:05PM ET,PIT,3.61
,,,,,,,,,,,RP,Sean Guenther (43854837),Sean Guenther,43854837,P,4000,DET@PIT 08/17/2026 07:05PM ET,DET,0
,,,,,,,,,,,RP,Tanner Rainey (43854838),Tanner Rainey,43854838,P,4000,DET@PIT 08/17/2026 07:05PM ET,DET,4.42
,,,,,,,,,,,RP,Ricky Vanasco (43854845),Ricky Vanasco,43854845,P,4000,DET@PIT 08/17/2026 07:05PM ET,DET,-2.35
,,,,,,,,,,,RP,Yohan Ramirez (43854851),Yohan Ramirez,43854851,P,4000,DET@PIT 08/17/2026 07:05PM ET,PIT,4.84
,,,,,,,,,,,RP,Will Vest (43854859),Will Vest,43854859,P,4000,DET@PIT 08/17/2026 07:05PM ET,DET,2.44
,,,,,,,,,,,RP,Drew Sommers (43854887),Drew Sommers,43854887,P,4000,DET@PIT 08/17/2026 07:05PM ET,DET,2.82
,,,,,,,,,,,RP,Camilo Doval (43854893),Camilo Doval,43854893,P,4000,DET@PIT 08/17/2026 07:05PM ET,PIT,2.51
,,,,,,,,,,,RP,Kyle Finnegan (43854901),Kyle Finnegan,43854901,P,4000,DET@PIT 08/17/2026 07:05PM ET,DET,2.21
,,,,,,,,,,,RP,Gregory Soto (43854904),Gregory Soto,43854904,P,4000,DET@PIT 08/17/2026 07:05PM ET,PIT,3.44
,,,,,,,,,,,RP,Luke Weaver (43854907),Luke Weaver,43854907,P,4000,DET@PIT 08/17/2026 07:05PM ET,PIT,3.54
,,,,,,,,,,,RP,Beau Brieske (43854910),Beau Brieske,43854910,P,4000,DET@PIT 08/17/2026 07:05PM ET,DET,1.9
,,,,,,,,,,,RP,Tyler Holton (43854912),Tyler Holton,43854912,P,4000,DET@PIT 08/17/2026 07:05PM ET,DET,2.61
,,,,,,,,,,,RP,Jacob Waguespack (43854915),Jacob Waguespack,43854915,P,4000,DET@PIT 08/17/2026 07:05PM ET,DET,3.65
,,,,,,,,,,,RP,Isaac Mattson (43854917),Isaac Mattson,43854917,P,4000,DET@PIT 08/17/2026 07:05PM ET,PIT,2.03
,,,,,,,,,,,RP,Brant Hurter (43854921),Brant Hurter,43854921,P,4000,DET@PIT 08/17/2026 07:05PM ET,DET,3.63
,,,,,,,,,,,RP,Kirby Yates (43854927),Kirby Yates,43854927,P,4000,DET@PIT 08/17/2026 07:05PM ET,PIT,2.97
,,,,,,,,,,,RP,Burch Smith (43854943),Burch Smith,43854943,P,4000,DET@PIT 08/17/2026 07:05PM ET,DET,3.94
,,,,,,,,,,,RP,Bailey Horn (43854949),Bailey Horn,43854949,P,4000,DET@PIT 08/17/2026 07:05PM ET,DET,0
,,,,,,,,,,,SP,Noah Murdock (43854957),Noah Murdock,43854957,P,4000,DET@PIT 08/17/2026 07:05PM ET,PIT,5.58
,,,,,,,,,,,RP,Enmanuel De Jesus (43854963),Enmanuel De Jesus,43854963,P,4000,DET@PIT 08/17/2026 07:05PM ET,DET,3.94
,,,,,,,,,,,RP,Brenan Hanifee (43854969),Brenan Hanifee,43854969,P,4000,DET@PIT 08/17/2026 07:05PM ET,DET,1.08
,,,,,,,,,,,RP,Mason Montgomery (43854974),Mason Montgomery,43854974,P,4000,DET@PIT 08/17/2026 07:05PM ET,PIT,4.20
,,,,,,,,,,,RP,Brandon Eisert (43854993),Brandon Eisert,43854993,P,4000,DET@PIT 08/17/2026 07:05PM ET,PIT,2.76
,,,,,,,,,,,SS,Dansby Swanson (43854350),Dansby Swanson,43854350,SS,4000,CWS@CHC 08/17/2026 08:05PM ET,CHC,7.62
,,,,,,,,,,,2B/OF,Sam Antonacci (43854351),Sam Antonacci,43854351,2B/OF,4000,CWS@CHC 08/17/2026 08:05PM ET,CWS,7.50
,,,,,,,,,,,RP,Antoine Kelly (43854794),Antoine Kelly,43854794,P,4000,CWS@CHC 08/17/2026 08:05PM ET,CHC,4.4
,,,,,,,,,,,RP,Tyler Beede (43854795),Tyler Beede,43854795,P,4000,CWS@CHC 08/17/2026 08:05PM ET,CHC,0
,,,,,,,,,,,RP,Prelander Berroa (43854796),Prelander Berroa,43854796,P,4000,CWS@CHC 08/17/2026 08:05PM ET,CWS,0
,,,,,,,,,,,SP,Drew Thorpe (43854809),Drew Thorpe,43854809,P,4000,CWS@CHC 08/17/2026 08:05PM ET,CWS,0
,,,,,,,,,,,SP,Ky Bush (43854811),Ky Bush,43854811,P,4000,CWS@CHC 08/17/2026 08:05PM ET,CWS,0
,,,,,,,,,,,RP,Tanner McDougal (43854821),Tanner McDougal,43854821,P,4000,CWS@CHC 08/17/2026 08:05PM ET,CWS,-3.65
,,,,,,,,,,,RP,Ryan Zeferjahn (43854826),Ryan Zeferjahn,43854826,P,4000,CWS@CHC 08/17/2026 08:05PM ET,CHC,4.17
,,,,,,,,,,,RP,Sean Newcomb (43854831),Sean Newcomb,43854831,P,4000,CWS@CHC 08/17/2026 08:05PM ET,CWS,4.31
,,,,,,,,,,,RP,Porter Hodge (43854835),Porter Hodge,43854835,P,4000,CWS@CHC 08/17/2026 08:05PM ET,CHC,0
,,,,,,,,,,,RP,Tyler Davis (43854841),Tyler Davis,43854841,P,4000,CWS@CHC 08/17/2026 08:05PM ET,CWS,2.84
,,,,,,,,,,,RP,Chris Murphy (43854842),Chris Murphy,43854842,P,4000,CWS@CHC 08/17/2026 08:05PM ET,CWS,2.84
,,,,,,,,,,,RP,Trent Thornton (43854844),Trent Thornton,43854844,P,4000,CWS@CHC 08/17/2026 08:05PM ET,CHC,2.72
,,,,,,,,,,,RP,Caleb Thielbar (43854848),Caleb Thielbar,43854848,P,4000,CWS@CHC 08/17/2026 08:05PM ET,CHC,2.53
,,,,,,,,,,,RP,Shelby Miller (43854857),Shelby Miller,43854857,P,4000,CWS@CHC 08/17/2026 08:05PM ET,CHC,0
,,,,,,,,,,,RP,Tyler Schweitzer (43854858),Tyler Schweitzer,43854858,P,4000,CWS@CHC 08/17/2026 08:05PM ET,CWS,4.14
,,,,,,,,,,,RP,Hoby Milner (43854862),Hoby Milner,43854862,P,4000,CWS@CHC 08/17/2026 08:05PM ET,CHC,1.70
,,,,,,,,,,,RP,Jordan Hicks (43854873),Jordan Hicks,43854873,P,4000,CWS@CHC 08/17/2026 08:05PM ET,CWS,2.97
,,,,,,,,,,,RP,Jordan Leasure (43854888),Jordan Leasure,43854888,P,4000,CWS@CHC 08/17/2026 08:05PM ET,CWS,2.57
,,,,,,,,,,,RP,Huascar Brazoban (43854896),Huascar Brazoban,43854896,P,4000,CWS@CHC 08/17/2026 08:05PM ET,CWS,3.51
,,,,,,,,,,,RP,Phil Maton (43854898),Phil Maton,43854898,P,4000,CWS@CHC 08/17/2026 08:05PM ET,CHC,1.72
,,,,,,,,,,,RP,Gavin Hollowell (43854902),Gavin Hollowell,43854902,P,4000,CWS@CHC 08/17/2026 08:05PM ET,CHC,2.73
,,,,,,,,,,,RP,Daniel Palencia (43854913),Daniel Palencia,43854913,P,4000,CWS@CHC 08/17/2026 08:05PM ET,CHC,3.14
,,,,,,,,,,,RP,Tyler Ferguson (43854920),Tyler Ferguson,43854920,P,4000,CWS@CHC 08/17/2026 08:05PM ET,CHC,2.76
,,,,,,,,,,,RP,Hagen Smith (43854923),Hagen Smith,43854923,P,4000,CWS@CHC 08/17/2026 08:05PM ET,CWS,9.63
,,,,,,,,,,,RP,Jayden Murray (43854947),Jayden Murray,43854947,P,4000,CWS@CHC 08/17/2026 08:05PM ET,CHC,1.04
,,,,,,,,,,,RP,Ryan Rolison (43854950),Ryan Rolison,43854950,P,4000,CWS@CHC 08/17/2026 08:05PM ET,CHC,3.82
,,,,,,,,,,,RP,Jacob Webb (43854952),Jacob Webb,43854952,P,4000,CWS@CHC 08/17/2026 08:05PM ET,CHC,3.59
,,,,,,,,,,,RP,Riley Martin (43854959),Riley Martin,43854959,P,4000,CWS@CHC 08/17/2026 08:05PM ET,CHC,3.82
,,,,,,,,,,,RP,Hunter Harvey (43854966),Hunter Harvey,43854966,P,4000,CWS@CHC 08/17/2026 08:05PM ET,CHC,1.85
,,,,,,,,,,,RP,Tyler Gilbert (43854967),Tyler Gilbert,43854967,P,4000,CWS@CHC 08/17/2026 08:05PM ET,CWS,-1.59
,,,,,,,,,,,RP,Bryan Hudson (43854980),Bryan Hudson,43854980,P,4000,CWS@CHC 08/17/2026 08:05PM ET,CWS,2.78
,,,,,,,,,,,OF,Carson Benge (43854355),Carson Benge,43854355,OF,4000,SD@NYM 08/17/2026 07:10PM ET,NYM,7.66
,,,,,,,,,,,RP,Garrett Hawkins (43854800),Garrett Hawkins,43854800,P,4000,SD@NYM 08/17/2026 07:10PM ET,SD,0
,,,,,,,,,,,RP,Dylan Ross (43854803),Dylan Ross,43854803,P,4000,SD@NYM 08/17/2026 07:10PM ET,NYM,0
,,,,,,,,,,,RP,Mason Miller (43854828),Mason Miller,43854828,P,4000,SD@NYM 08/17/2026 07:10PM ET,SD,5.72
,,,,,,,,,,,RP,Alek Jacob (43854834),Alek Jacob,43854834,P,4000,SD@NYM 08/17/2026 07:10PM ET,SD,5.48
,,,,,,,,,,,RP,David Morgan (43854843),David Morgan,43854843,P,4000,SD@NYM 08/17/2026 07:10PM ET,SD,3.46
,,,,,,,,,,,RP,Reed Garrett (43854849),Reed Garrett,43854849,P,4000,SD@NYM 08/17/2026 07:10PM ET,NYM,0
,,,,,,,,,,,RP,Wandy Peralta (43854850),Wandy Peralta,43854850,P,4000,SD@NYM 08/17/2026 07:10PM ET,SD,2.30
,,,,,,,,,,,RP,Cionel Perez (43854856),Cionel Perez,43854856,P,4000,SD@NYM 08/17/2026 07:10PM ET,NYM,3.05
,,,,,,,,,,,RP,Yuki Matsui (43854863),Yuki Matsui,43854863,P,4000,SD@NYM 08/17/2026 07:10PM ET,SD,4.49
,,,,,,,,,,,RP,Jeremiah Estrada (43854865),Jeremiah Estrada,43854865,P,4000,SD@NYM 08/17/2026 07:10PM ET,SD,3.44
,,,,,,,,,,,RP,Jack Weisenburger (43854867),Jack Weisenburger,43854867,P,4000,SD@NYM 08/17/2026 07:10PM ET,NYM,5.78
,,,,,,,,,,,RP,Austin Warren (43854899),Austin Warren,43854899,P,4000,SD@NYM 08/17/2026 07:10PM ET,NYM,3.38
,,,,,,,,,,,RP,Nate Lavender (43854908),Nate Lavender,43854908,P,4000,SD@NYM 08/17/2026 07:10PM ET,NYM,4.14
,,,,,,,,,,,RP,Daniel Duarte (43854914),Daniel Duarte,43854914,P,4000,SD@NYM 08/17/2026 07:10PM ET,NYM,4.65
,,,,,,,,,,,RP,Devin Williams (43854916),Devin Williams,43854916,P,4000,SD@NYM 08/17/2026 07:10PM ET,NYM,2.92
,,,,,,,,,,,RP,Jefry Yan (43854919),Jefry Yan,43854919,P,4000,SD@NYM 08/17/2026 07:10PM ET,NYM,3.97
,,,,,,,,,,,RP,Jason Adam (43854922),Jason Adam,43854922,P,4000,SD@NYM 08/17/2026 07:10PM ET,SD,2.30
,,,,,,,,,,,RP,Hunter Stratton (43854935),Hunter Stratton,43854935,P,4000,SD@NYM 08/17/2026 07:10PM ET,SD,1.97
,,,,,,,,,,,RP,Bryan Hoeing (43854944),Bryan Hoeing,43854944,P,4000,SD@NYM 08/17/2026 07:10PM ET,SD,0
,,,,,,,,,,,RP,Bradgley Rodriguez (43854948),Bradgley Rodriguez,43854948,P,4000,SD@NYM 08/17/2026 07:10PM ET,SD,3.82
,,,,,,,,,,,RP,Joey Gerber (43854955),Joey Gerber,43854955,P,4000,SD@NYM 08/17/2026 07:10PM ET,NYM,2.96
,,,,,,,,,,,RP,Dedniel Nunez (43854971),Dedniel Nunez,43854971,P,4000,SD@NYM 08/17/2026 07:10PM ET,NYM,-0.12
,,,,,,,,,,,RP,Jonathan Pintaro (43854973),Jonathan Pintaro,43854973,P,4000,SD@NYM 08/17/2026 07:10PM ET,NYM,6.45
,,,,,,,,,,,RP,Adrian Morejon (43854979),Adrian Morejon,43854979,P,4000,SD@NYM 08/17/2026 07:10PM ET,SD,4.57
,,,,,,,,,,,3B,Austin Riley (43854357),Austin Riley,43854357,3B,3900,ATL@MIN 08/17/2026 07:40PM ET,ATL,6.46
,,,,,,,,,,,2B,Chase Meidroth (43854358),Chase Meidroth,43854358,2B,3900,CWS@CHC 08/17/2026 08:05PM ET,CWS,7.17
,,,,,,,,,,,1B,Ty France (43854359),Ty France,43854359,1B,3900,SD@NYM 08/17/2026 07:10PM ET,SD,6.97
,,,,,,,,,,,1B/OF,Kike Hernandez (43854365),Kike Hernandez,43854365,1B/OF,3800,LAD@COL 08/17/2026 08:40PM ET,LAD,3.15
,,,,,,,,,,,OF,Max Clark (43854362),Max Clark,43854362,OF,3800,DET@PIT 08/17/2026 07:05PM ET,DET,7.07
,,,,,,,,,,,OF,Jake Mangum (43854363),Jake Mangum,43854363,OF,3800,DET@PIT 08/17/2026 07:05PM ET,PIT,6.72
,,,,,,,,,,,2B/3B,Pedro Ramirez (43854360),Pedro Ramirez,43854360,2B/3B,3800,CWS@CHC 08/17/2026 08:05PM ET,CHC,5.71
,,,,,,,,,,,OF,Braden Montgomery (43854367),Braden Montgomery,43854367,OF,3800,CWS@CHC 08/17/2026 08:05PM ET,CWS,6.86
,,,,,,,,,,,OF,A.J. Ewing (43854364),A.J. Ewing,43854364,OF,3800,SD@NYM 08/17/2026 07:10PM ET,NYM,7.10
,,,,,,,,,,,1B/2B,Ildemaro Vargas (43854368),Ildemaro Vargas,43854368,1B/2B,3700,ARI@BOS 08/17/2026 07:10PM ET,ARI,6.19
,,,,,,,,,,,OF,Jarren Duran (43854371),Jarren Duran,43854371,OF,3700,ARI@BOS 08/17/2026 07:10PM ET,BOS,7.02
,,,,,,,,,,,OF,Trevor Larnach (43854370),Trevor Larnach,43854370,OF,3700,ATL@MIN 08/17/2026 07:40PM ET,MIN,6.49
,,,,,,,,,,,C,Jonah Heim (43854372),Jonah Heim,43854372,C,3700,ATH@KC 08/17/2026 07:40PM ET,ATH,5.97
,,,,,,,,,,,C,Kyle Teel (43854519),Kyle Teel,43854519,C,3700,CWS@CHC 08/17/2026 08:05PM ET,CWS,6
,,,,,,,,,,,OF,Mike Tauchman (43854520),Mike Tauchman,43854520,OF,3700,SD@NYM 08/17/2026 07:10PM ET,NYM,0
,,,,,,,,,,,1B,Josh Bell (43854374),Josh Bell,43854374,1B,3600,ATL@MIN 08/17/2026 07:40PM ET,MIN,7.16
,,,,,,,,,,,3B,Brooks Lee (43854377),Brooks Lee,43854377,3B,3600,ATL@MIN 08/17/2026 07:40PM ET,MIN,7.13
,,,,,,,,,,,2B,Michael Massey (43854376),Michael Massey,43854376,2B,3600,ATH@KC 08/17/2026 07:40PM ET,KC,5.70
,,,,,,,,,,,C,Carson Kelly (43854373),Carson Kelly,43854373,C,3600,CWS@CHC 08/17/2026 08:05PM ET,CHC,5.85
,,,,,,,,,,,OF,Andrew Benintendi (43854375),Andrew Benintendi,43854375,OF,3600,CWS@CHC 08/17/2026 08:05PM ET,CWS,6.05
,,,,,,,,,,,3B,Caleb Durbin (43854379),Caleb Durbin,43854379,3B,3500,ARI@BOS 08/17/2026 07:10PM ET,BOS,7.03
,,,,,,,,,,,OF,Max Kepler (43854383),Max Kepler,43854383,OF,3500,ARI@BOS 08/17/2026 07:10PM ET,ARI,5
,,,,,,,,,,,OF,Lane Thomas (43854384),Lane Thomas,43854384,OF,3500,ATL@MIN 08/17/2026 07:40PM ET,ATL,5.59
,,,,,,,,,,,OF,Troy Johnston (43854385),Troy Johnston,43854385,OF,3500,LAD@COL 08/17/2026 08:40PM ET,COL,5.86
,,,,,,,,,,,OF,Lawrence Butler (43854382),Lawrence Butler,43854382,OF,3500,ATH@KC 08/17/2026 07:40PM ET,ATH,5.30
,,,,,,,,,,,1B,Spencer Horwitz (43854378),Spencer Horwitz,43854378,1B,3500,DET@PIT 08/17/2026 07:05PM ET,PIT,6.75
,,,,,,,,,,,OF,Luis Rengifo (43854380),Luis Rengifo,43854380,OF,3500,SD@NYM 08/17/2026 07:10PM ET,SD,5.75
,,,,,,,,,,,C,Francisco Alvarez (43854381),Francisco Alvarez,43854381,C,3500,SD@NYM 08/17/2026 07:10PM ET,NYM,5.98
,,,,,,,,,,,OF,Luke Keaschall (43854388),Luke Keaschall,43854388,OF,3400,ATL@MIN 08/17/2026 07:40PM ET,MIN,6.74
,,,,,,,,,,,C,Brett Sullivan (43854391),Brett Sullivan,43854391,C,3400,LAD@COL 08/17/2026 08:40PM ET,COL,4.88
,,,,,,,,,,,OF,Henry Bolte (43854390),Henry Bolte,43854390,OF,3400,ATH@KC 08/17/2026 07:40PM ET,ATH,6.40
,,,,,,,,,,,2B/3B,Joshua Kuroda-Grauer (43854521),Joshua Kuroda-Grauer,43854521,2B/3B,3400,ATH@KC 08/17/2026 07:40PM ET,ATH,7.75
,,,,,,,,,,,2B/3B,Nick Gonzales (43854386),Nick Gonzales,43854386,2B/3B,3400,DET@PIT 08/17/2026 07:05PM ET,PIT,7.11
,,,,,,,,,,,OF,Luis Robert Jr. (43854389),Luis Robert Jr.,43854389,OF,3400,SD@NYM 08/17/2026 07:10PM ET,NYM,5.80
,,,,,,,,,,,2B,Marcus Semien (43854392),Marcus Semien,43854392,2B,3400,SD@NYM 08/17/2026 07:10PM ET,NYM,5.95
,,,,,,,,,,,SS,Andruw Monasterio (43854395),Andruw Monasterio,43854395,SS,3300,ARI@BOS 08/17/2026 07:10PM ET,BOS,5.79
,,,,,,,,,,,OF,Lars Nootbaar (43854396),Lars Nootbaar,43854396,OF,3300,ARI@BOS 08/17/2026 07:10PM ET,ARI,5.62
,,,,,,,,,,,1B/3B,Jose Fernandez (43854524),Jose Fernandez,43854524,1B/3B,3300,ARI@BOS 08/17/2026 07:10PM ET,ARI,5.24
,,,,,,,,,,,2B/SS,Miguel Rojas (43854398),Miguel Rojas,43854398,2B/SS,3300,LAD@COL 08/17/2026 08:40PM ET,LAD,3.69
,,,,,,,,,,,OF,Zac Veen (43854400),Zac Veen,43854400,OF,3300,LAD@COL 08/17/2026 08:40PM ET,COL,10.25
,,,,,,,,,,,3B,Kyle Karros (43854523),Kyle Karros,43854523,3B,3300,LAD@COL 08/17/2026 08:40PM ET,COL,6.52
,,,,,,,,,,,1B/C,Salvador Perez (43854393),Salvador Perez,43854393,C/1B,3300,ATH@KC 08/17/2026 07:40PM ET,KC,5.93
,,,,,,,,,,,1B/2B,Jeff McNeil (43854402),Jeff McNeil,43854402,1B/2B,3300,ATH@KC 08/17/2026 07:40PM ET,ATH,5.17
,,,,,,,,,,,3B,Colt Keith (43854401),Colt Keith,43854401,3B,3300,DET@PIT 08/17/2026 07:05PM ET,DET,5.29
,,,,,,,,,,,OF,Brenton Doyle (43854397),Brenton Doyle,43854397,OF,3300,CWS@CHC 08/17/2026 08:05PM ET,CWS,4.61
,,,,,,,,,,,1B/3B,Mark Vientos (43854526),Mark Vientos,43854526,1B/3B,3300,SD@NYM 08/17/2026 07:10PM ET,NYM,5.41
,,,,,,,,,,,2B,Anthony Seigler (43854407),Anthony Seigler,43854407,2B,3200,ARI@BOS 08/17/2026 07:10PM ET,BOS,5.91
,,,,,,,,,,,OF,Austin Martin (43854406),Austin Martin,43854406,OF,3200,ATL@MIN 08/17/2026 07:40PM ET,MIN,4.97
,,,,,,,,,,,OF/SS,Mauricio Dubon (43854409),Mauricio Dubon,43854409,SS/OF,3200,ATL@MIN 08/17/2026 07:40PM ET,ATL,6.74
,,,,,,,,,,,1B/2B,Connor Norby (43854411),Connor Norby,43854411,1B/2B,3200,LAD@COL 08/17/2026 08:40PM ET,COL,5.21
,,,,,,,,,,,C,Braxton Fulford (43854529),Braxton Fulford,43854529,C,3200,LAD@COL 08/17/2026 08:40PM ET,COL,3
,,,,,,,,,,,OF,John Rave (43854405),John Rave,43854405,OF,3200,ATH@KC 08/17/2026 07:40PM ET,KC,4.17
,,,,,,,,,,,OF,Kerry Carpenter (43854528),Kerry Carpenter,43854528,OF,3200,DET@PIT 08/17/2026 07:05PM ET,DET,5.27
,,,,,,,,,,,1B/OF,Tyler Callihan (43854531),Tyler Callihan,43854531,1B/OF,3200,DET@PIT 08/17/2026 07:05PM ET,PIT,4.5
,,,,,,,,,,,OF,Michael Conforto (43854408),Michael Conforto,43854408,OF,3200,CWS@CHC 08/17/2026 08:05PM ET,CHC,4.78
,,,,,,,,,,,C,Luis Campusano (43854404),Luis Campusano,43854404,C,3200,SD@NYM 08/17/2026 07:10PM ET,SD,6.6
,,,,,,,,,,,SS,Xander Bogaerts (43854413),Xander Bogaerts,43854413,SS,3200,SD@NYM 08/17/2026 07:10PM ET,SD,6.43
,,,,,,,,,,,OF,Samad Taylor (43854530),Samad Taylor,43854530,OF,3200,SD@NYM 08/17/2026 07:10PM ET,SD,7.88
,,,,,,,,,,,1B/2B,Nick Sogard (43854416),Nick Sogard,43854416,1B/2B,3100,ARI@BOS 08/17/2026 07:10PM ET,BOS,5.41
,,,,,,,,,,,C,James McCann (43854421),James McCann,43854421,C,3100,ARI@BOS 08/17/2026 07:10PM ET,ARI,6.03
,,,,,,,,,,,OF,Alex Call (43854422),Alex Call,43854422,OF,3100,LAD@COL 08/17/2026 08:40PM ET,LAD,3.66
,,,,,,,,,,,SS,Ezequiel Tovar (43854423),Ezequiel Tovar,43854423,SS,3100,LAD@COL 08/17/2026 08:40PM ET,COL,5.04
,,,,,,,,,,,2B/OF,Tyler Freeman (43854534),Tyler Freeman,43854534,2B/OF,3100,LAD@COL 08/17/2026 08:40PM ET,COL,5.23
,,,,,,,,,,,3B,Nick Loftin (43854414),Nick Loftin,43854414,3B,3100,ATH@KC 08/17/2026 07:40PM ET,KC,5.55
,,,,,,,,,,,OF,Carlos Cortes (43854418),Carlos Cortes,43854418,OF,3100,ATH@KC 08/17/2026 07:40PM ET,ATH,5.08
,,,,,,,,,,,OF/SS,Tyler Tolbert (43854419),Tyler Tolbert,43854419,SS/OF,3100,ATH@KC 08/17/2026 07:40PM ET,KC,4.96
,,,,,,,,,,,2B,Jonathan India (43854533),Jonathan India,43854533,2B,3100,ATH@KC 08/17/2026 07:40PM ET,KC,5.41
,,,,,,,,,,,OF,Randal Grichuk (43854415),Randal Grichuk,43854415,OF,3100,CWS@CHC 08/17/2026 08:05PM ET,CWS,4.58
,,,,,,,,,,,OF,Masataka Yoshida (43854429),Masataka Yoshida,43854429,OF,3000,ARI@BOS 08/17/2026 07:10PM ET,BOS,5.56
,,,,,,,,,,,OF,Ryan Waldschmidt (43854435),Ryan Waldschmidt,43854435,OF,3000,ARI@BOS 08/17/2026 07:10PM ET,ARI,5.95
,,,,,,,,,,,SS,Trevor Story (43854537),Trevor Story,43854537,SS,3000,ARI@BOS 08/17/2026 07:10PM ET,BOS,5.98
,,,,,,,,,,,OF,Jordan Lawlar (43854539),Jordan Lawlar,43854539,OF,3000,ARI@BOS 08/17/2026 07:10PM ET,ARI,8.25
,,,,,,,,,,,C,Adrian Del Castillo (43854540),Adrian Del Castillo,43854540,C,3000,ARI@BOS 08/17/2026 07:10PM ET,ARI,4.73
,,,,,,,,,,,1B/OF,Dominic Smith (43854427),Dominic Smith,43854427,1B/OF,3000,ATL@MIN 08/17/2026 07:40PM ET,ATL,4.98
,,,,,,,,,,,OF,Mike Yastrzemski (43854437),Mike Yastrzemski,43854437,OF,3000,ATL@MIN 08/17/2026 07:40PM ET,ATL,4.81
,,,,,,,,,,,OF,Jordan Beck (43854440),Jordan Beck,43854440,OF,3000,LAD@COL 08/17/2026 08:40PM ET,COL,4.30
,,,,,,,,,,,OF,Sterlin Thompson (43854536),Sterlin Thompson,43854536,OF,3000,LAD@COL 08/17/2026 08:40PM ET,COL,4.44
,,,,,,,,,,,2B,Hyeseong Kim (43854538),Hyeseong Kim,43854538,2B,3000,LAD@COL 08/17/2026 08:40PM ET,LAD,4.91
,,,,,,,,,,,2B/SS,Donovan Walton (43854430),Donovan Walton,43854430,2B/SS,3000,ATH@KC 08/17/2026 07:40PM ET,ATH,4.88
,,,,,,,,,,,OF,Isaac Collins (43854432),Isaac Collins,43854432,OF,3000,ATH@KC 08/17/2026 07:40PM ET,KC,5.54
,,,,,,,,,,,OF/SS,Javier Baez (43854424),Javier Baez,43854424,SS/OF,3000,DET@PIT 08/17/2026 07:05PM ET,DET,5.78
,,,,,,,,,,,1B/C,Rafael Flores Jr. (43854438),Rafael Flores Jr.,43854438,C/1B,3000,DET@PIT 08/17/2026 07:05PM ET,PIT,7
,,,,,,,,,,,C,Miguel Amaya (43854426),Miguel Amaya,43854426,C,3000,CWS@CHC 08/17/2026 08:05PM ET,CHC,5.06
,,,,,,,,,,,OF,Tyrone Taylor (43854436),Tyrone Taylor,43854436,OF,3000,CWS@CHC 08/17/2026 08:05PM ET,CHC,4.42
,,,,,,,,,,,2B/OF,Brett Baty (43854433),Brett Baty,43854433,2B/OF,3000,SD@NYM 08/17/2026 07:10PM ET,NYM,5.10
,,,,,,,,,,,1B/OF,Tim Tawa (43854448),Tim Tawa,43854448,1B/OF,2900,ARI@BOS 08/17/2026 07:10PM ET,ARI,5.31
,,,,,,,,,,,1B/2B,Romy Gonzalez (43854541),Romy Gonzalez,43854541,1B/2B,2900,ARI@BOS 08/17/2026 07:10PM ET,BOS,5.32
